SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
104319,Cash loans,F,N,N,0,247500.0,900000.0,36135.0,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-22112,365243,-1118.0,-2267,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.588900780040256,0.3344541255096772,0.0247,,0.9801,,,0.0,0.069,0.125,,,,0.0261,,,0.0252,,0.9801,,,0.0,0.069,0.125,,,,0.0272,,,0.025,,0.9801,,,0.0,0.069,0.125,,,,0.0266,,,,block of flats,0.0206,"Stone, brick",No,1.0,1.0,1.0,1.0,-771.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104320,Cash loans,M,Y,Y,0,135000.0,711454.5,56340.0,643500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003813,-17275,-537,-110.0,-825,16.0,1,1,0,1,0,0,Cooking staff,2.0,2,2,MONDAY,8,0,0,0,0,1,1,Self-employed,,0.6985864160740857,0.3672910183026313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
104327,Cash loans,M,Y,N,0,135000.0,319500.0,16335.0,319500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-13317,-900,-7101.0,-4834,20.0,1,1,1,1,0,0,Security staff,2.0,2,2,FRIDAY,10,0,0,0,1,1,1,Business Entity Type 3,,0.5875607250393726,,0.1072,0.0891,0.9831,,,0.16,0.1379,0.3333,,,,0.1436,,0.018000000000000002,0.1092,0.0925,0.9831,,,0.1611,0.1379,0.3333,,,,0.1496,,0.0191,0.1083,0.0891,0.9831,,,0.16,0.1379,0.3333,,,,0.1462,,0.0184,,block of flats,0.1129,"Stone, brick",No,2.0,1.0,2.0,1.0,-481.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
104334,Cash loans,F,N,N,1,157500.0,118512.0,8622.0,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-8712,-1336,-1379.0,-1395,,1,1,1,1,0,0,Core staff,3.0,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.3945285038348983,0.6916676343381298,,0.0165,0.0208,0.9752,0.66,0.0013,0.0,0.069,0.0417,0.0417,0.0101,0.0134,0.0124,0.0,0.0,0.0168,0.0216,0.9752,0.6733,0.0013,0.0,0.069,0.0417,0.0417,0.0103,0.0147,0.013000000000000001,0.0,0.0,0.0167,0.0208,0.9752,0.6645,0.0013,0.0,0.069,0.0417,0.0417,0.0103,0.0137,0.0127,0.0,0.0,reg oper account,block of flats,0.0105,"Stone, brick",No,0.0,0.0,0.0,0.0,-455.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104344,Cash loans,M,N,Y,0,103500.0,573408.0,29407.5,495000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.006670999999999999,-19296,-2798,-9375.0,-2796,,1,1,0,1,0,0,,2.0,2,2,SATURDAY,12,0,0,0,0,1,1,Other,,0.4321470176965849,0.7583930617144343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104350,Cash loans,F,N,Y,0,112500.0,296280.0,19062.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,-17471,-550,-4710.0,-1021,,1,1,0,1,1,0,Laborers,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Other,,0.584356325094285,0.8327850252992314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
104351,Cash loans,F,N,Y,1,112500.0,225000.0,23755.5,225000.0,Family,State servant,Incomplete higher,Single / not married,House / apartment,0.006296,-11025,-789,-2974.0,-2708,,1,1,0,1,0,0,HR staff,2.0,3,3,MONDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.2263000533376964,,0.0534,0.0319,0.9752,0.66,,0.0,0.1172,0.1417,0.1833,0.042,0.042,0.0416,0.0069,0.0087,0.0378,0.0,0.9747,0.6668,,0.0,0.1034,0.125,0.1667,0.0118,0.0312,0.0311,0.0078,0.0,0.05,0.0312,0.9752,0.6645,,0.0,0.1034,0.125,0.1667,0.0499,0.040999999999999995,0.0396,0.0078,0.006,reg oper account,block of flats,0.0329,"Stone, brick",No,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
104354,Cash loans,M,Y,Y,0,202500.0,149256.0,17712.0,135000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.030755,-10124,-2106,-4357.0,-2603,65.0,1,1,0,1,0,0,Laborers,1.0,2,2,MONDAY,13,0,0,0,0,1,1,Construction,0.6760561966933212,0.4205791737251993,0.6986675550534175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-2289.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
104369,Cash loans,M,N,N,0,108000.0,74628.0,8568.0,67500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,With parents,0.005084,-16812,-2583,-8814.0,-362,,1,1,0,1,1,0,High skill tech staff,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.41412476784800417,0.6030636759298853,0.19294222771695085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044000000000000004,,No,0.0,0.0,0.0,0.0,-1550.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0
104376,Cash loans,M,N,Y,1,180000.0,1296000.0,53613.0,1296000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-12412,-632,-9127.0,-1973,,1,1,0,1,1,0,,3.0,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.5348296437518405,,0.4505,,0.9876,,,0.16,0.4483,0.3333,,0.4163,,0.5379999999999999,,,0.45899999999999996,,0.9876,,,0.1611,0.4483,0.3333,,0.4258,,0.5605,,,0.4549,,0.9876,,,0.16,0.4483,0.3333,,0.4236,,0.5476,,,,block of flats,0.4765,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104381,Cash loans,M,Y,N,2,337500.0,1800000.0,55872.0,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792000000000004,-19290,-5619,-3256.0,-2807,10.0,1,1,1,1,0,0,,4.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.5655158837316812,0.5947115491363896,0.4223696523543468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-684.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
104384,Cash loans,M,N,Y,1,90000.0,601470.0,30838.5,450000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.031329,-16055,-2128,-8868.0,-1883,,1,1,0,1,0,0,,3.0,2,2,TUESDAY,11,0,0,0,0,0,0,Industry: type 7,0.6162472951165444,0.6298071990838382,0.6577838002083306,0.0351,,0.9667,,,,0.1724,0.0417,,,,0.027999999999999997,,,0.0357,,0.9667,,,,0.1724,0.0417,,,,0.0292,,,0.0354,,0.9667,,,,0.1724,0.0417,,,,0.0285,,,,block of flats,0.0248,Block,No,1.0,0.0,1.0,0.0,-1977.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
104391,Cash loans,F,N,Y,0,81000.0,252531.0,25105.5,234000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010032,-21738,365243,-7407.0,-4481,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,6,0,0,0,0,0,0,XNA,,0.2686970125282933,0.7517237147741489,0.1649,0.0864,0.9891,0.8504,0.0566,0.16,0.1379,0.375,0.4167,0.0987,0.1345,0.1645,0.0,0.0,0.1681,0.0897,0.9891,0.8563,0.0571,0.1611,0.1379,0.375,0.4167,0.10099999999999999,0.1469,0.1714,0.0,0.0,0.1665,0.0864,0.9891,0.8524,0.0569,0.16,0.1379,0.375,0.4167,0.1004,0.1368,0.1675,0.0,0.0,,block of flats,0.1604,Panel,No,4.0,1.0,4.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
104394,Cash loans,M,Y,Y,1,180000.0,817560.0,30951.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-15964,-3456,-8596.0,-5287,35.0,1,1,0,1,1,0,,3.0,2,2,FRIDAY,12,0,0,0,1,1,1,Business Entity Type 3,,0.7384420432222493,0.7076993447402619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1677.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
104398,Cash loans,M,N,Y,1,135000.0,338832.0,26901.0,292500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-11466,-2127,-1441.0,-3681,,1,1,0,1,0,0,Drivers,3.0,3,3,MONDAY,9,0,0,0,0,0,0,Agriculture,,0.2688259407822213,,0.0082,,0.9583,,,0.0,0.0345,0.0,,,,0.0061,,,0.0084,,0.9583,,,0.0,0.0345,0.0,,,,0.0063,,,0.0083,,0.9583,,,0.0,0.0345,0.0,,,,0.0062,,,,block of flats,0.0048,Wooden,Yes,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104402,Cash loans,M,Y,Y,0,315000.0,481176.0,23278.5,360000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.022625,-12142,-4723,-6273.0,-4279,4.0,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,14,0,0,0,0,0,0,Business Entity Type 2,0.7404903640567325,0.7436620489790843,0.5902333386185574,0.0742,0.0,0.9781,0.7008,0.1097,0.08,0.069,0.3333,0.375,0.0,0.0605,0.0523,0.0,0.0,0.0756,0.0,0.9782,0.7125,0.1107,0.0806,0.069,0.3333,0.375,0.0,0.0661,0.0545,0.0,0.0,0.0749,0.0,0.9781,0.7048,0.1104,0.08,0.069,0.3333,0.375,0.0,0.0616,0.0533,0.0,0.0,reg oper account,block of flats,0.06,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
104408,Cash loans,F,N,N,0,117000.0,126000.0,5427.0,126000.0,Unaccompanied,Pensioner,Lower secondary,Widow,House / apartment,0.014519999999999996,-23414,365243,-4412.0,-5041,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,,0.6157270701746601,0.2636468134452008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-743.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
104409,Cash loans,F,N,Y,0,180000.0,646749.0,24511.5,481500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006207,-22006,365243,-9350.0,-4461,,1,0,0,1,0,1,,2.0,2,2,MONDAY,12,0,0,0,0,0,0,XNA,,0.5083107993478022,0.7503751495159068,0.1918,0.2628,0.9866,0.8164,,0.2,0.1724,0.3333,0.375,0.1105,0.1563,0.1617,0.0,0.1426,0.1954,0.2727,0.9866,0.8236,,0.2014,0.1724,0.3333,0.375,0.113,0.1708,0.1685,0.0,0.1509,0.1936,0.2628,0.9866,0.8189,,0.2,0.1724,0.3333,0.375,0.1124,0.159,0.1646,0.0,0.1456,reg oper account,block of flats,0.1741,"Stone, brick",No,0.0,0.0,0.0,0.0,-1378.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104410,Cash loans,F,N,N,1,157500.0,435276.0,34519.5,355500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002042,-15740,-1596,-4186.0,-4194,,1,1,0,1,0,0,Cooking staff,3.0,3,3,TUESDAY,10,0,0,0,0,1,1,Self-employed,0.31791144569707525,0.15735449883466446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-476.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104412,Cash loans,F,N,N,0,85500.0,568800.0,20560.5,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.020246,-21322,365243,-13622.0,-4721,,1,0,0,1,0,0,,2.0,3,3,TUESDAY,12,0,0,0,0,0,0,XNA,0.6319006857920605,0.10785315258251556,0.7076993447402619,0.0619,0.0663,0.9732,0.6328,0.0061,0.0,0.1379,0.125,0.1667,0.0412,0.0488,0.0457,0.0077,0.0083,0.063,0.0688,0.9732,0.6472,0.0062,0.0,0.1379,0.125,0.1667,0.0422,0.0533,0.0476,0.0078,0.0088,0.0625,0.0663,0.9732,0.6377,0.0062,0.0,0.1379,0.125,0.1667,0.0419,0.0496,0.0465,0.0078,0.0085,reg oper account,block of flats,0.0377,"Stone, brick",No,5.0,2.0,5.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
104417,Cash loans,M,N,N,0,112500.0,156384.0,18688.5,135000.0,Unaccompanied,Working,Higher education,Married,Office apartment,0.015221,-11165,-2805,-512.0,-3767,,1,1,0,1,1,0,Laborers,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.2391997519643201,0.470456116119975,0.0072,0.0,0.9871,0.8232,0.0,0.0,0.0,0.0,0.0417,0.0242,0.0059,0.0062,0.0,0.0,0.0074,0.0,0.9871,0.8301,0.0,0.0,0.0,0.0,0.0417,0.0247,0.0064,0.0064,0.0,0.0,0.0073,0.0,0.9871,0.8256,0.0,0.0,0.0,0.0,0.0417,0.0246,0.006,0.0063,0.0,0.0,reg oper account,terraced house,0.0049,Mixed,No,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104424,Cash loans,M,N,N,1,225000.0,224149.5,23665.5,193500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.002134,-17209,-252,-20.0,-703,,1,1,0,1,0,0,Core staff,3.0,3,3,MONDAY,7,0,0,0,0,0,0,Other,,0.6115224137945563,0.3876253444214701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-691.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
104426,Cash loans,F,N,Y,0,112500.0,156384.0,16155.0,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.032561,-19833,365243,-3979.0,-3348,,1,0,0,1,0,0,,1.0,1,1,THURSDAY,13,0,0,0,0,0,0,XNA,,0.6144223862780301,,0.0619,0.0918,0.9732,0.6328,0.0089,0.0,0.1379,0.1667,0.2083,0.0205,0.0504,0.0549,0.0,0.0,0.063,0.0953,0.9732,0.6472,0.0089,0.0,0.1379,0.1667,0.2083,0.0209,0.0551,0.0572,0.0,0.0,0.0625,0.0918,0.9732,0.6377,0.0089,0.0,0.1379,0.1667,0.2083,0.0208,0.0513,0.0559,0.0,0.0,reg oper spec account,block of flats,0.0432,Panel,No,1.0,0.0,1.0,0.0,-1091.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
104435,Cash loans,F,N,Y,0,63000.0,526491.0,23319.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.005144,-21068,365243,-12139.0,-4107,,1,0,0,1,1,0,,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,,0.5012155319615265,0.38079968264891495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-374.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
104445,Cash loans,M,N,Y,0,112500.0,202500.0,10467.0,202500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-18830,365243,-3325.0,-2375,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,8,0,0,0,1,0,0,XNA,0.6363694144303064,0.7561804674533091,0.7407990879702335,0.0082,,0.9776,,,,0.0345,0.0417,,0.0197,,0.0069,,,0.0084,,0.9777,,,,0.0345,0.0417,,0.0201,,0.0072,,,0.0083,,0.9776,,,,0.0345,0.0417,,0.02,,0.006999999999999999,,,,block of flats,0.0059,"Stone, brick",No,2.0,1.0,2.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
104458,Cash loans,F,N,Y,0,450000.0,810000.0,35680.5,810000.0,Family,State servant,Higher education,Married,House / apartment,0.028663,-23189,-10984,-10980.0,-4815,,1,1,0,1,0,0,Managers,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Medicine,,0.6874358822599852,0.5531646987710016,0.0722,0.002,0.9776,0.6940000000000001,0.0078,0.0,0.1379,0.1667,0.0,0.0701,0.0588,0.0677,0.0,0.0016,0.0735,0.002,0.9777,0.706,0.0079,0.0,0.1379,0.1667,0.0,0.0717,0.0643,0.0706,0.0,0.0017,0.0729,0.002,0.9776,0.6981,0.0079,0.0,0.1379,0.1667,0.0,0.0713,0.0599,0.0689,0.0,0.0016,reg oper account,block of flats,0.0579,"Stone, brick",No,1.0,0.0,1.0,0.0,-1211.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
104460,Cash loans,F,N,Y,0,180000.0,761872.5,53154.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-17544,-2036,-4400.0,-1075,,1,1,0,1,0,0,HR staff,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Housing,,0.6312997922315267,0.5172965813614878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104466,Cash loans,F,N,N,1,157500.0,415408.5,41215.5,373500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-12560,-1616,-6658.0,-2499,,1,1,0,1,0,1,,3.0,2,2,FRIDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.6656220597210143,0.7379771783152894,0.475849908720221,0.1237,0.0855,0.9831,0.7008,0.0,0.0,0.2759,0.1667,0.2083,,0.1009,0.1213,0.0,0.0,0.1261,0.0888,0.9831,0.7125,0.0,0.0,0.2759,0.1667,0.2083,,0.1102,0.1264,0.0,0.0,0.1249,0.0855,0.9831,0.7048,0.0,0.0,0.2759,0.1667,0.2083,,0.1026,0.1235,0.0,0.0,reg oper account,block of flats,0.0954,Panel,No,0.0,0.0,0.0,0.0,-2691.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
104472,Cash loans,M,N,Y,0,225000.0,454500.0,45081.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-12522,-3199,-396.0,-4072,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.23848417147773826,0.7001838506835805,0.1485,0.0706,0.9846,,,0.04,0.0345,0.3333,,,,0.1107,,0.0,0.1513,0.0733,0.9846,,,0.0403,0.0345,0.3333,,,,0.1153,,0.0,0.1499,0.0706,0.9846,,,0.04,0.0345,0.3333,,,,0.1127,,0.0,,block of flats,0.0871,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
104473,Cash loans,M,Y,N,1,202500.0,225000.0,25447.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.030755,-11684,-233,-3559.0,-4197,11.0,1,1,0,1,1,0,,3.0,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.4880054841247458,0.5716197625863495,0.23791607950711405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2099.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
104479,Cash loans,F,N,Y,0,90000.0,337500.0,25362.0,337500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.028663,-20159,365243,-2535.0,-3530,,1,0,0,1,0,0,,1.0,2,2,SATURDAY,12,0,0,0,0,0,0,XNA,,0.7320786905913668,0.7922644738669378,0.0825,0.0799,0.9781,0.7008,0.0088,0.0,0.1379,0.1667,0.0417,0.0944,0.0672,0.0709,0.0,0.0,0.084,0.0829,0.9782,0.7125,0.0088,0.0,0.1379,0.1667,0.0417,0.0966,0.0735,0.0739,0.0,0.0,0.0833,0.0799,0.9781,0.7048,0.0088,0.0,0.1379,0.1667,0.0417,0.096,0.0684,0.0722,0.0,0.0,reg oper account,block of flats,0.0605,Panel,No,1.0,0.0,1.0,0.0,-200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
104480,Cash loans,M,Y,Y,1,450000.0,758214.0,38844.0,603000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.04622,-15614,-2702,-896.0,-2713,7.0,1,1,0,1,0,1,Managers,3.0,1,1,TUESDAY,10,0,0,0,1,1,1,Self-employed,0.5195612990942425,0.7473668550122247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-546.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
